event,key,backend,optimization_mode,name,payload,repository,modelPath,status,response,url,llamacppModelPath,args,path,run_id
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-kvq-20260429t230230z-black-box-vllm-sglang,,,,running,,https://ckna60iqt6tz0omt.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,sglang:kv_cache_quant,sglang,kv_cache_quant,sglang-kvq-20260429t230230z-black-box-vllm-sglang,,meta-llama/Llama-3.2-3B-Instruct,,,,,,"['--trust-remote-code', '--mem-fraction-static', '0.90', '--max-total-tokens', '8096', '--kv-cache-dtype', 'fp8_e4m3']",,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-base-20260429t230230z-black-box-vllm-sglang,,,,running,,https://l4kuvew6kuno6zn9.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,sglang:baseline,sglang,baseline,sglang-base-20260429t230230z-black-box-vllm-sglang,,meta-llama/Llama-3.2-3B-Instruct,,,,,,"['--trust-remote-code', '--mem-fraction-static', '0.90', '--max-total-tokens', '8096']",,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,running,,https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,sglang:spec_decode,sglang,spec_decode,sglang-spec-20260429t230230z-black-box-vllm-sglang,,meta-llama/Llama-3.2-3B-Instruct,,,,,,"['--trust-remote-code', '--mem-fraction-static', '0.90', '--max-total-tokens', '8096', '--speculative-algorithm', 'STANDALONE', '--speculative-draft-model-path', 'meta-llama/Llama-3.2-1B-Instruct', '--speculative-eagle-topk', '1', '--speculative-num-steps', '5']",,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,running,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,vllm:baseline,vllm,baseline,vllm-base-20260429t230230z-black-box-vllm-sglang,,meta-llama/Llama-3.2-3B-Instruct,,,,,,"['--gpu-memory-utilization', '0.90', '--max-model-len', '8096']",,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,running,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,vllm:kv_cache_quant,vllm,kv_cache_quant,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,meta-llama/Llama-3.2-3B-Instruct,,,,,,"['--gpu-memory-utilization', '0.90', '--max-model-len', '8096', '--kv-cache-dtype', 'fp8']",,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,running,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,vllm:spec_decode,vllm,spec_decode,vllm-spec-20260429t230230z-black-box-vllm-sglang,,meta-llama/Llama-3.2-3B-Instruct,,,,,,"['--gpu-memory-utilization', '0.90', '--max-model-len', '8096', '--speculative_config', '{""method"":""draft_model"",""num_speculative_tokens"":5,""model"":""meta-llama/Llama-3.2-1B-Instruct""}']",,20260429T230230Z_black_box_vllm_sglang
endpoint_resolution_written,,,,,,,,,,,,,results/20260429T230230Z_black_box_vllm_sglang/logs/endpoint_resolution.json,20260429T230230Z_black_box_vllm_sglang
